Compound,0.02 V,0.1 V,0.5 V,1.0 V,5.0 V
10^7,1.2666E-6,-1.11963E-7,-1.84343E-6,-4.37615E-6,2.01159E-7
10^7,1.25873E-6,-2.23932E-7,-1.96169E-6,-4.48084E-6,-5.13276E-5
10^7,1.25019E-6,-2.41833E-7,-1.95117E-6,-4.80812E-6,-9.82195E-5
10^7,1.23563E-6,-2.83103E-7,-2.15074E-6,-5.0288E-6,-1.05788E-4
10^7,1.22709E-6,-3.19806E-7,-2.29597E-6,-5.18028E-6,-1.31288E-4
10^7,1.2192E-6,-3.59241E-7,-2.42388E-6,-5.22306E-6,-1.60505E-4
10^7,1.20926E-6,-3.872E-7,-2.55278E-6,-5.2622E-6,-1.93868E-4
10^7,1.19691E-6,-3.872E-7,-2.68064E-6,-5.36105E-6,-2.31437E-4
10^7,1.19021E-6,-3.872E-7,-2.80501E-6,-5.52002E-6,-2.50162E-4
10^7,1.17954E-6,-3.872E-7,-2.93398E-6,-5.71044E-6,-2.68034E-4
10^7,1.16549E-6,-3.872E-7,-3.05897E-6,-5.93141E-6,-2.82364E-4
10^7,1.15793E-6,-3.872E-7,-3.20173E-6,-6.16036E-6,-3.0384E-4
10^7,1.14666E-6,-3.78217E-7,-3.33693E-6,-6.34699E-6,-3.19922E-4
10^7,1.13548E-6,-3.65372E-7,-3.47532E-6,-6.61392E-6,-3.37298E-4
10^7,1.12432E-6,-3.23773E-7,-3.61255E-6,-6.85597E-6,-3.52178E-4
10^7,1.11351E-6,-3.23773E-7,-3.75503E-6,-7.10489E-6,-3.70485E-4
10^7,1.10337E-6,-3.23773E-7,-3.89072E-6,-7.35358E-6,-3.86943E-4
10^7,1.09592E-6,-3.23773E-7,-4.03227E-6,-7.65042E-6,-4.02801E-4
10^7,1.08387E-6,-3.23773E-7,-4.16989E-6,-7.99352E-6,-4.26988E-4
10^7,1.07504E-6,-3.23773E-7,-4.30157E-6,-8.07271E-6,-4.49042E-4
10^7,1.0632E-6,-3.29664E-7,-4.43464E-6,-8.48888E-6,-5.92245E-4
10^7,1.04772E-6,-3.33652E-7,-4.53641E-6,-8.87861E-6,-5.23166E-4
10^7,1.0438E-6,-3.43725E-7,-4.69642E-6,-9.31699E-6,-5.54384E-4
10^7,1.03107E-6,-3.53332E-7,-4.84237E-6,-9.68412E-6,-5.66131E-4
10^7,1.02094E-6,-3.63684E-7,-4.98287E-6,-1.00673E-5,-5.78959E-4
10^7,1.01033E-6,-3.75377E-7,-5.13224E-6,-1.00612E-5,-6.02051E-4
10^7,1.00011E-6,-3.85661E-7,-5.26996E-6,-1.03209E-5,-6.11377E-4
10^7,9.93069E-7,-3.98063E-7,-5.40493E-6,-1.07375E-5,-6.52113E-4
10^7,9.71867E-7,-4.07893E-7,-5.54442E-6,-1.11663E-5,-6.8867E-4
10^7,9.60406E-7,-4.1089E-7,-5.69231E-6,-1.16175E-5,-7.29948E-4
10^7,9.46041E-7,-4.19189E-7,-5.83806E-6,-1.21135E-5,-7.63435E-4
10^7,9.40019E-7,-4.31704E-7,-5.98551E-6,-1.26579E-5,-7.89868E-4
10^7,9.2169E-7,-4.44743E-7,-6.09364E-6,-1.32357E-5,-8.17005E-4
10^7,9.07652E-7,-4.45702E-7,-6.28539E-6,-1.38352E-5,-8.46049E-4
10^7,8.95338E-7,-4.75793E-7,-6.45747E-6,-1.44889E-5,-8.7327E-4
10^7,8.84118E-7,-4.93066E-7,-6.63742E-6,-1.51679E-5,-8.99091E-4
10^7,8.7099E-7,-5.0646E-7,-6.82047E-6,-1.54814E-5,-9.20273E-4
10^7,8.5852E-7,-5.20438E-7,-7.02954E-6,-1.64131E-5,-9.35879E-4
10^7,8.5852E-7,-5.38415E-7,-7.14341E-6,-1.73723E-5,-9.48256E-4
10^7,8.48187E-7,-5.52715E-7,-7.43728E-6,-1.85284E-5,-9.19619E-4
10^7,8.3603E-7,-5.65676E-7,-7.67324E-6,-2.00261E-5,-9.38845E-4
10^7,8.21453E-7,-5.80244E-7,-7.91848E-6,-2.20296E-5,-9.61506E-4
10^7,8.09158E-7,-5.95048E-7,-8.1646E-6,-2.48066E-5,-9.75206E-4
10^7,7.96365E-7,-6.01345E-7,-8.41202E-6,-2.86056E-5,-9.93538E-4
10^7,7.84041E-7,-6.09464E-7,-8.65276E-6,-3.35306E-5,-0.00102
10^7,7.69168E-7,-6.2514E-7,-8.8998E-6,-3.94277E-5,-0.00104
10^7,7.55452E-7,-6.41919E-7,-9.13584E-6,-4.5856E-5,-0.00106
10^7,7.41047E-7,-6.65668E-7,-9.43512E-6,-5.24131E-5,-0.00112
10^7,7.29456E-7,-6.80096E-7,-9.6521E-6,-5.8996E-5,-0.00117
10^7,7.1533E-7,-6.99204E-7,-9.86638E-6,-6.60597E-5,-0.00122
10^7,7.00415E-7,-7.16419E-7,-9.69462E-6,-7.38326E-5,-0.00126
10^7,6.87724E-7,-7.35336E-7,-1.00593E-5,-8.24497E-5,-0.00133
10^7,6.7319E-7,-7.50659E-7,-1.03597E-5,-9.1536E-5,-0.0014
10^7,6.59258E-7,-7.74618E-7,-1.06657E-5,-9.94135E-5,-0.00146
10^7,6.44891E-7,-7.99856E-7,-1.09772E-5,-1.01815E-4,-0.00153
10^7,6.31519E-7,-8.23919E-7,-1.13147E-5,-9.57249E-5,-0.00161
10^7,6.15892E-7,-8.49076E-7,-1.14128E-5,-9.41393E-5,-0.00168
10^7,5.99184E-7,-8.80754E-7,-1.19117E-5,-9.31637E-5,-0.00176
10^7,5.87321E-7,-9.07472E-7,-1.23203E-5,-9.20811E-5,-0.00185
10^7,5.71358E-7,-9.37229E-7,-1.27098E-5,-9.10588E-5,-0.00194
10^7,5.57974E-7,-9.56727E-7,-1.31038E-5,-9.01606E-5,-0.00204
10^7,5.42292E-7,-9.67563E-7,-1.34409E-5,-8.93381E-5,-0.00213
10^7,5.28809E-7,-9.77493E-7,-1.37548E-5,-8.85147E-5,-0.00222
10^7,5.13545E-7,-9.80966E-7,-1.39185E-5,-8.77468E-5,-0.00231
10^7,5.011E-7,-9.94045E-7,-1.38072E-5,-8.70288E-5,-0.00241
10^7,4.85157E-7,-1.00576E-6,-1.35643E-5,-8.63682E-5,-0.00251
10^7,4.70242E-7,-1.01601E-6,-1.35602E-5,-8.53596E-5,-0.00261
10^7,4.56061E-7,-1.025E-6,-1.36709E-5,-8.47871E-5,-0.00271
10^7,4.43304E-7,-1.08416E-6,-1.38223E-5,-8.42902E-5,-0.00281
10^7,4.29152E-7,-1.0976E-6,-1.39654E-5,-8.38258E-5,-0.00292
10^7,4.15286E-7,-1.11395E-6,-1.41191E-5,-8.33784E-5,-0.00304
10^7,3.98852E-7,-1.13083E-6,-1.42866E-5,-8.30028E-5,-0.00315
10^7,3.86827E-7,-1.15204E-6,-1.44387E-5,-8.11089E-5,-0.00326
10^7,3.72433E-7,-1.17806E-6,-1.46157E-5,-8.07243E-5,-0.00337
10^7,3.5885E-7,-1.17806E-6,-1.47778E-5,-8.04103E-5,-0.00348
10^7,3.57689E-7,-1.19353E-6,-1.49665E-5,-8.00633E-5,-0.00359
10^7,3.33763E-7,-1.2149E-6,-1.51788E-5,-7.97396E-5,-0.00371
10^7,3.1975E-7,-1.23461E-6,-1.53914E-5,-7.9433E-5,-0.00384
10^7,3.06462E-7,-1.25921E-6,-1.56242E-5,-7.90752E-5,-0.00395
10^7,2.9309E-7,-1.27977E-6,-1.58745E-5,-7.87127E-5,-0.00407
10^7,2.81431E-7,-1.28424E-6,-1.61321E-5,-7.82915E-5,-0.00419
10^7,2.69194E-7,-1.31448E-6,-1.64124E-5,-7.78297E-5,-0.00431
10^7,2.55306E-7,-1.33701E-6,-1.67041E-5,-7.73221E-5,-0.00444
10^7,2.41384E-7,-1.36095E-6,-1.70151E-5,-7.67602E-5,-0.00456
10^7,2.29422E-7,-1.37708E-6,-1.73478E-5,-7.61544E-5,-0.00469
10^7,2.15947E-7,-1.40027E-6,-1.77015E-5,-7.54988E-5,-0.00482
10^7,2.05653E-7,-1.42258E-6,-1.8059E-5,-7.47661E-5,-0.00494
10^7,1.90878E-7,-1.44087E-6,-1.84447E-5,-7.40244E-5,-0.00507
10^7,1.80544E-7,-1.46504E-6,-1.88451E-5,-7.33083E-5,-0.0052
10^7,1.65376E-7,-1.48528E-6,-1.92602E-5,-7.26165E-5,-0.00533
10^7,1.65376E-7,-1.5076E-6,-1.96706E-5,-7.19997E-5,-0.00547
10^7,1.52274E-7,-1.53119E-6,-2.011E-5,-7.01821E-5,-0.00561
10^7,1.39574E-7,-1.54857E-6,-2.02212E-5,-6.9886E-5,-0.00574
10^7,1.34606E-7,-1.57632E-6,-2.06593E-5,-6.97574E-5,-0.00588
10^7,1.27428E-7,-1.59713E-6,-2.10987E-5,-6.97494E-5,-0.00601
10^7,1.00936E-8,-1.62092E-6,-2.15524E-5,-6.99068E-5,-0.00613
10^7,1.0089E-8,-1.64037E-6,-2.1987E-5,-7.02527E-5,-0.00627
10^7,1.0055E-8,-1.66372E-6,-2.24285E-5,-7.06811E-5,-0.00639
10^7,9.99753E-9,-1.68418E-6,-2.28743E-5,-7.13303E-5,-0.00651
10^7,9.93186E-9,-1.70194E-6,-2.33076E-5,-7.21085E-5,-0.00663
10^7,2.59112E-9,-1.72512E-6,-2.3737E-5,-7.30967E-5,-0.00676
10^7,2.49719E-9,-1.74758E-6,-2.41753E-5,-7.43137E-5,-0.0069
10^7,1.68848E-9,-1.77182E-6,-2.45997E-5,-7.54148E-5,-0.00705
10^7,1.1298E-9,-1.79591E-6,-2.50172E-5,-7.70205E-5,-0.00718
10^7,1.01269E-9,-1.82128E-6,-2.54442E-5,-7.88441E-5,-0.00732
10^7,-2.04915E-9,-1.84051E-6,-2.58626E-5,-8.08654E-5,-0.00745
10^7,-7.95172E-9,-1.86141E-6,-2.62749E-5,-8.31868E-5,-0.00759
10^7,-9.95565E-9,-1.88463E-6,-2.66935E-5,-8.58113E-5,-0.00771
10^7,-1.75493E-8,-1.90663E-6,-2.71082E-5,-8.85918E-5,-0.00784
10^7,-7.66228E-8,-1.93173E-6,-2.75173E-5,-9.19647E-5,-0.00797
10^7,-9.71948E-8,-1.95499E-6,-2.74327E-5,-9.57604E-5,-0.00809
10^7,-9.72744E-8,-1.97775E-6,-2.78881E-5,-9.97051E-5,-0.00821
10^7,6.07043E-7,-2.08471E-6,-2.69738E-5,-1.4165E-4,-0.00808
10^7,6.73444E-7,-1.95922E-6,-2.29583E-5,-1.24958E-4,-0.00795
10^7,6.74879E-7,-1.87167E-6,-2.04971E-5,-1.15129E-4,-0.0079
10^7,6.80132E-7,-1.7956E-6,-1.87418E-5,-1.07922E-4,-0.00784
10^7,6.88649E-7,-1.72702E-6,-1.73756E-5,-1.02366E-4,-0.00801
10^7,6.97761E-7,-1.67291E-6,-1.6261E-5,-9.906E-5,-0.00791
10^7,6.9881E-7,-1.61583E-6,-1.53088E-5,-9.34544E-5,-0.00778
10^7,7.09758E-7,-1.56751E-6,-1.45075E-5,-8.96765E-5,-0.00765
10^7,7.19992E-7,-1.51041E-6,-1.37965E-5,-8.6079E-5,-0.00751
10^7,7.29426E-7,-1.4671E-6,-1.31613E-5,-8.25521E-5,-0.00737
10^7,7.38171E-7,-1.41967E-6,-1.26034E-5,-7.91363E-5,-0.00723
10^7,7.47397E-7,-1.37575E-6,-1.20985E-5,-7.5801E-5,-0.00709
10^7,7.54816E-7,-1.33853E-6,-1.1634E-5,-7.2507E-5,-0.00694
10^7,7.61462E-7,-1.2998E-6,-1.12138E-5,-6.92687E-5,-0.00679
10^7,7.70166E-7,-1.26085E-6,-1.08158E-5,-6.61499E-5,-0.00665
10^7,7.75373E-7,-1.21804E-6,-1.04487E-5,-6.30527E-5,-0.00652
10^7,7.76014E-7,-1.18027E-6,-1.01076E-5,-6.01021E-5,-0.00637
10^7,7.82915E-7,-1.18027E-6,-1.0269E-5,-5.72263E-5,-0.00623
10^7,7.93417E-7,-1.18027E-6,-1.02493E-5,-5.44523E-5,-0.0061
10^7,8.0041E-7,-1.15094E-6,-9.24492E-6,-5.18455E-5,-0.00595
10^7,8.11361E-7,-1.11025E-6,-8.93745E-6,-4.93129E-5,-0.0058
10^7,8.17943E-7,-1.07346E-6,-8.66472E-6,-4.69261E-5,-0.00567
10^7,8.24357E-7,-1.03341E-6,-8.39866E-6,-4.46429E-5,-0.00553
10^7,8.3373E-7,-1.00541E-6,-8.16295E-6,-4.24413E-5,-0.0054
10^7,8.40254E-7,-8.80252E-7,-7.92218E-6,-4.04017E-5,-0.00526
10^7,8.48525E-7,-8.70009E-7,-7.684E-6,-3.83328E-5,-0.00512
10^7,8.55515E-7,-7.97566E-7,-7.46767E-6,-3.64535E-5,-0.00498
10^7,8.61083E-7,-7.97238E-7,-7.24374E-6,-3.46787E-5,-0.00485
10^7,8.63083E-7,-7.58114E-7,-7.02835E-6,-3.29769E-5,-0.00472
10^7,8.73683E-7,-7.24744E-7,-6.82039E-6,-3.13721E-5,-0.00459
10^7,8.80546E-7,-7.24744E-7,-6.62236E-6,-2.98306E-5,-0.00447
10^7,8.85437E-7,-7.19553E-7,-6.41581E-6,-2.83263E-5,-0.00434
10^7,8.89202E-7,-6.62476E-7,-6.21293E-6,-2.69584E-5,-0.00421
10^7,9.00792E-7,-6.25963E-7,-6.01161E-6,-2.55288E-5,-0.00409
10^7,9.10843E-7,-5.97216E-7,-5.80974E-6,-2.42848E-5,-0.00397
10^7,9.17881E-7,-5.65371E-7,-5.60424E-6,-2.30385E-5,-0.00384
10^7,9.22655E-7,-5.36353E-7,-5.4788E-6,-2.20712E-5,-0.00372
10^7,9.34186E-7,-5.05551E-7,-5.2597E-6,-2.08616E-5,-0.0036
10^7,9.44199E-7,-4.7203E-7,-5.03901E-6,-1.98207E-5,-0.00349
10^7,9.51569E-7,-4.39888E-7,-4.82407E-6,-1.86563E-5,-0.00337
10^7,9.57366E-7,-4.3052E-7,-4.62412E-6,-1.74879E-5,-0.00326
10^7,9.61284E-7,-3.78931E-7,-4.42269E-6,-1.63794E-5,-0.00314
10^7,9.64331E-7,-3.43173E-7,-4.21642E-6,-1.53939E-5,-0.00303
10^7,9.67889E-7,-3.06814E-7,-4.00966E-6,-1.44487E-5,-0.00292
10^7,9.71719E-7,-2.7156E-7,-3.82761E-6,-1.35826E-5,-0.00281
10^7,1.00248E-6,-2.50296E-7,-3.65301E-6,-1.27282E-5,-0.0027
10^7,1.00271E-6,-2.17898E-7,-3.46102E-6,-1.19419E-5,-0.00259
10^7,1.00686E-6,-1.85861E-7,-3.28875E-6,-1.1167E-5,-0.00249
10^7,1.0118E-6,-1.83821E-7,-3.12145E-6,-1.04476E-5,-0.00238
10^7,1.01789E-6,-1.56748E-7,-2.96172E-6,-1.03814E-5,-0.00228
10^7,1.02855E-6,-1.52469E-7,-2.80145E-6,-1.01057E-5,-0.00217
10^7,1.03604E-6,-1.01833E-8,-2.62659E-6,-8.62825E-6,-0.00207
10^7,1.04596E-6,-1.00868E-8,-2.47338E-6,-8.19203E-6,-0.00197
10^7,1.04851E-6,-9.87955E-9,-2.38303E-6,-7.32951E-6,-0.00188
10^7,1.05927E-6,-6.69088E-9,-2.21033E-6,-6.66061E-6,-0.00178
10^7,1.06005E-6,-2.4546E-9,-2.0615E-6,-6.09202E-6,-0.00169
10^7,1.06005E-6,2.55375E-10,-1.93009E-6,-5.50553E-6,-0.0016
10^7,1.06005E-6,9.93627E-10,-1.79663E-6,-5.04753E-6,-0.00151
10^7,1.07125E-6,1.01451E-9,-1.6784E-6,-4.70515E-6,-0.00143
10^7,1.07587E-6,1.54975E-9,-1.56816E-6,-4.41466E-6,-0.00134
10^7,1.08066E-6,1.2895E-7,-1.4663E-6,-4.20134E-6,-0.00126
10^7,1.08465E-6,1.63241E-7,-1.37032E-6,-4.07856E-6,-0.00117
10^7,1.09671E-6,1.66144E-7,-1.27447E-6,-3.83086E-6,-0.00108
10^7,1.09735E-6,1.77098E-7,-1.18084E-6,-3.48827E-6,-0.001
10^7,1.1063E-6,2.34479E-7,-1.08983E-6,-3.09728E-6,-9.16004E-4
10^7,1.11383E-6,2.51816E-7,-1.84091E-6,-2.6751E-6,-8.36582E-4
10^7,1.11775E-6,2.54542E-7,-1.01935E-6,-2.16265E-6,-7.53949E-4
10^7,1.12438E-6,2.6601E-7,-4.14494E-7,-1.84262E-6,-6.71882E-4
10^7,1.12683E-6,2.6601E-7,-8.24856E-7,-1.77024E-6,-5.93047E-4
10^7,1.13596E-6,2.86772E-7,-6.74105E-7,-1.73749E-6,-5.18297E-4
10^7,1.14006E-6,3.1583E-7,-9.16446E-7,-1.50278E-6,-4.49457E-4
10^7,1.15036E-6,3.48063E-7,-4.36596E-7,-2.72129E-6,-3.86487E-4
10^7,1.15766E-6,3.71063E-7,-2.72456E-7,-2.74491E-7,-3.28437E-4
10^7,1.15854E-6,3.91939E-7,-1.88432E-7,5.70749E-7,-2.81158E-4
10^7,1.17016E-6,4.09894E-7,-1.14951E-7,1.01184E-6,-2.63114E-4
10^7,1.177E-6,4.31005E-7,-1.9894E-8,6.69345E-7,-2.2309E-4
10^7,1.17949E-6,4.51978E-7,4.82674E-8,1.69495E-6,-1.90339E-4
10^7,1.18875E-6,4.69668E-7,1.01793E-7,2.57457E-6,-1.63201E-4
10^7,1.19143E-6,4.89094E-7,-3.27715E-7,3.47398E-6,-1.41878E-4
10^7,1.19633E-6,5.10862E-7,2.11679E-7,4.36771E-6,-1.22499E-4
10^7,1.19981E-6,5.30729E-7,2.34204E-7,5.1804E-6,-1.02536E-4
10^7,1.20769E-6,5.37756E-7,3.07889E-7,6.0561E-6,-8.42502E-5
10^7,1.21007E-6,5.52395E-7,3.04913E-7,6.91692E-6,-6.53264E-5
10^7,1.2125E-6,5.85504E-7,4.08383E-7,7.76806E-6,-5.15452E-5
10^7,1.22055E-6,6.10558E-7,4.22311E-7,8.65832E-6,-3.82943E-5
10^7,1.22687E-6,6.28965E-7,4.74999E-7,9.62829E-6,-2.4085E-5
10^7,1.23355E-6,6.50039E-7,5.32863E-7,9.65872E-6,-2.43218E-5
10^7,1.23964E-6,6.69125E-7,6.28866E-7,1.0208E-5,5.39616E-6
10^7,1.24299E-6,6.88007E-7,3.84576E-7,1.07925E-5,5.36304E-5
10^7,1.24901E-6,7.10192E-7,7.2615E-7,1.12577E-5,8.96984E-5
10^7,1.25256E-6,7.24952E-7,8.3154E-7,1.22238E-5,1.26863E-4
10^7,1.25998E-6,7.45551E-7,9.04816E-7,1.31651E-5,1.67479E-4
10^7,1.26907E-6,7.73081E-7,8.58151E-7,1.39345E-5,2.03515E-4
10^7,1.27195E-6,8.01499E-7,9.8945E-7,1.43713E-5,2.29688E-4
10^7,1.27423E-6,8.33594E-7,1.02551E-6,1.44251E-5,2.43921E-4
10^7,1.27806E-6,8.60422E-7,2.04798E-6,1.41278E-5,2.52681E-4
10^7,1.28034E-6,8.91853E-7,2.58356E-7,1.39193E-5,2.85669E-4
10^7,1.28183E-6,9.22525E-7,1.57361E-6,1.41653E-5,3.26759E-4
10^7,1.28914E-6,9.46463E-7,1.04187E-6,1.46514E-5,3.7513E-4
10^7,1.29232E-6,9.64623E-7,1.00545E-6,1.56205E-5,4.24288E-4
10^7,1.29867E-6,9.70793E-7,1.13827E-6,1.70035E-5,4.75157E-4
10^7,1.30692E-6,9.82041E-7,1.22747E-6,1.87769E-5,5.19519E-4
10^7,1.31503E-6,9.94496E-7,1.31638E-6,2.08606E-5,5.63763E-4
10^7,1.32026E-6,1.01274E-6,1.39937E-6,2.24906E-5,5.77296E-4
10^7,1.32026E-6,1.03165E-6,1.4857E-6,2.44707E-5,6.00614E-4
10^7,1.32593E-6,1.04484E-6,1.57097E-6,2.62723E-5,6.19486E-4
10^7,1.33087E-6,1.06647E-6,1.65809E-6,2.77492E-5,6.18036E-4
10^7,1.33848E-6,1.08444E-6,1.74534E-6,2.88503E-5,6.02072E-4
10^7,1.344E-6,1.10084E-6,1.83734E-6,2.96132E-5,5.84905E-4
10^7,1.34974E-6,1.10084E-6,1.92648E-6,3.00624E-5,5.82229E-4
10^7,1.35341E-6,1.11649E-6,2.01773E-6,3.02817E-5,5.94373E-4
10^7,1.35834E-6,1.1226E-6,2.11729E-6,3.03694E-5,6.25689E-4
10^7,1.36412E-6,1.14697E-6,2.20671E-6,3.02435E-5,6.62354E-4
10^7,1.36433E-6,1.16454E-6,2.31028E-6,2.98714E-5,7.13846E-4
10^7,1.36928E-6,1.18146E-6,2.41586E-6,2.93014E-5,7.69413E-4
10^7,1.37806E-6,1.19833E-6,2.52324E-6,2.8537E-5,8.25856E-4
10^7,1.37912E-6,1.2149E-6,2.56878E-6,2.61098E-5,8.83616E-4
10^7,1.38395E-6,1.23158E-6,2.70863E-6,2.57485E-5,9.41838E-4
10^7,1.38402E-6,1.25391E-6,2.83295E-6,2.54575E-5,0.001
10^7,1.39764E-6,1.26751E-6,2.96104E-6,2.5256E-5,0.00104
10^7,1.39964E-6,1.28801E-6,3.09557E-6,2.51442E-5,0.00111
10^7,1.40154E-6,1.29975E-6,3.2436E-6,2.50866E-5,0.00117
10^7,1.40289E-6,1.3185E-6,3.40323E-6,2.5113E-5,0.00123
10^7,1.40637E-6,1.33298E-6,3.56979E-6,2.51881E-5,0.00129
10^7,1.41209E-6,1.3522E-6,3.75019E-6,2.52124E-5,0.00135
10^7,1.4121E-6,1.36085E-6,3.95738E-6,2.52462E-5,0.00141
10^7,1.42024E-6,1.38664E-6,4.17696E-6,2.52779E-5,0.00146
10^7,1.42116E-6,1.39853E-6,4.42185E-6,2.52803E-5,0.00151
10^7,1.42168E-6,1.41537E-6,4.68463E-6,2.53394E-5,0.00155
10^7,1.43148E-6,1.42904E-6,4.96902E-6,2.53896E-5,0.00158
10^7,1.43614E-6,1.44236E-6,5.28104E-6,2.54728E-5,0.00158
10^7,1.4369E-6,1.46283E-6,5.61162E-6,2.55786E-5,0.00158
10^7,1.44561E-6,1.47413E-6,5.96421E-6,2.57481E-5,0.00157
10^7,1.44857E-6,1.49287E-6,6.20516E-6,2.56625E-5,0.00155
10^7,1.45275E-6,1.50871E-6,6.62563E-6,2.59548E-5,0.00153
10^7,1.45395E-6,1.52164E-6,6.98963E-6,2.62285E-5,0.00151
10^7,1.45854E-6,1.53947E-6,7.39482E-6,2.67174E-5,0.00149
10^7,1.46297E-6,1.55571E-6,7.79036E-6,2.726E-5,0.00148
10^7,1.47083E-6,1.57744E-6,8.19105E-6,2.78481E-5,0.00146
10^7,1.47545E-6,1.58429E-6,8.59289E-6,2.84892E-5,0.00145
10^7,1.477E-6,1.6001E-6,8.99303E-6,2.91574E-5,0.00144
10^7,1.48256E-6,1.61881E-6,9.41007E-6,2.98695E-5,0.00143
10^7,1.48867E-6,1.6332E-6,9.75592E-6,3.05776E-5,0.00142
10^7,1.49296E-6,1.65163E-6,1.01717E-5,3.13025E-5,0.00142
10^7,1.49676E-6,1.66632E-6,1.04364E-5,3.20146E-5,0.00141
10^7,1.50341E-6,1.68453E-6,1.06638E-5,3.27399E-5,0.00141
10^7,1.50437E-6,1.6998E-6,1.1069E-5,3.34698E-5,0.00141
10^7,1.50836E-6,1.71647E-6,1.14338E-5,3.42197E-5,0.00141
10^7,1.51033E-6,1.71671E-6,1.18179E-5,3.50197E-5,0.00141
10^7,1.51184E-6,1.73663E-6,1.21911E-5,3.59E-5,0.00139
10^7,1.51717E-6,1.75734E-6,1.2548E-5,3.6898E-5,0.0014
10^7,1.52278E-6,1.77286E-6,1.2897E-5,3.70618E-5,0.00141
10^7,1.52941E-6,1.78846E-6,1.32536E-5,3.83912E-5,0.00142
10^7,1.53109E-6,1.8056E-6,1.35935E-5,3.98799E-5,0.00144
10^7,1.53473E-6,1.81886E-6,1.39325E-5,4.15598E-5,0.00146
10^7,1.53556E-6,1.83784E-6,1.42661E-5,4.34087E-5,0.00147
10^7,1.5417E-6,1.85435E-6,1.45745E-5,4.54181E-5,0.00149
10^7,1.54758E-6,1.86965E-6,1.48969E-5,4.75406E-5,0.0015
10^7,1.5485E-6,1.8828E-6,1.52022E-5,4.97699E-5,0.00152
10^7,1.54926E-6,1.89624E-6,1.55013E-5,5.20484E-5,0.00154
10^7,1.55784E-6,1.91115E-6,1.57869E-5,5.43344E-5,0.00156
10^7,1.56395E-6,1.93238E-6,1.6066E-5,5.65916E-5,0.00158
10^7,1.56689E-6,1.94394E-6,1.63392E-5,5.88077E-5,0.00161
10^7,1.57138E-6,1.96425E-6,1.64954E-5,6.09715E-5,0.00163
10^7,1.57198E-6,1.97278E-6,1.6755E-5,6.29735E-5,0.00166
10^7,1.58289E-6,1.99179E-6,1.70005E-5,6.49596E-5,0.00168
10^7,1.58479E-6,2.00541E-6,1.72197E-5,6.68515E-5,0.00169
10^7,1.588E-6,2.01928E-6,1.74397E-5,6.86992E-5,0.00172
10^7,1.58909E-6,2.03809E-6,1.76534E-5,7.04772E-5,0.00175
10^7,1.59154E-6,2.05042E-6,1.78312E-5,7.22182E-5,0.00178
10^7,1.59717E-6,2.06365E-6,1.8021E-5,7.29564E-5,0.00181
10^7,1.59972E-6,2.08586E-6,1.81814E-5,7.46469E-5,0.00184
10^7,1.60423E-6,2.09864E-6,1.83519E-5,7.63484E-5,0.00187
10^7,1.60713E-6,2.11372E-6,1.85011E-5,7.80255E-5,0.0019
10^7,1.61353E-6,2.13148E-6,1.86478E-5,7.97413E-5,0.00192
10^7,1.61443E-6,2.14176E-6,1.88023E-5,8.14351E-5,0.00195
10^7,1.61805E-6,2.15946E-6,1.89205E-5,8.31655E-5,0.00198
10^7,1.62101E-6,2.17776E-6,1.9027E-5,8.4946E-5,0.00201
10^7,1.62467E-6,2.18914E-6,1.9165E-5,8.67609E-5,0.00205
10^7,1.63148E-6,2.21138E-6,1.9291E-5,8.85971E-5,0.00207
10^7,1.63374E-6,2.22423E-6,1.94265E-5,9.04781E-5,0.0021
10^7,1.63989E-6,2.24154E-6,1.93922E-5,9.23732E-5,0.00213
10^7,1.64345E-6,2.25263E-6,1.95425E-5,9.43E-5,0.00216
10^7,1.6507E-6,2.25983E-6,1.92907E-5,9.6254E-5,0.00219
10^7,1.65082E-6,2.26809E-6,1.94676E-5,9.81992E-5,0.0022
10^7,1.65151E-6,2.28638E-6,1.96292E-5,1.00103E-4,0.00224
10^7,1.6554E-6,2.31089E-6,1.97944E-5,1.01571E-4,0.00227
10^7,1.66093E-6,2.32478E-6,1.9962E-5,1.02937E-4,0.0023
10^7,1.66762E-6,2.33893E-6,2.01422E-5,1.03839E-4,0.00233
10^7,1.668E-6,2.35527E-6,2.03473E-5,1.05307E-4,0.00236
10^7,1.66807E-6,2.37403E-6,2.05816E-5,1.06992E-4,0.00239
10^7,1.66807E-6,2.38931E-6,2.08248E-5,1.08338E-4,0.00242
10^7,1.66807E-6,2.40218E-6,2.11082E-5,1.09364E-4,0.00245
10^7,1.66807E-6,2.41804E-6,2.1414E-5,1.09928E-4,0.00248
10^7,1.66807E-6,2.41804E-6,2.14683E-5,1.09743E-4,0.00252
10^7,1.66807E-6,2.41804E-6,2.18491E-5,1.08878E-4,0.00255
10^7,1.66807E-6,2.41804E-6,2.2234E-5,1.07218E-4,0.00258
10^7,1.66807E-6,2.41804E-6,2.26539E-5,1.05454E-4,0.00259
10^7,1.66807E-6,2.41804E-6,2.28767E-5,1.04971E-4,0.00263
10^7,1.66807E-6,2.40813E-6,2.17251E-5,9.88833E-5,0.00267
10^7,1.66807E-6,2.36047E-6,2.07018E-5,9.31545E-5,0.00271
10^7,1.65363E-6,2.31904E-6,1.97677E-5,8.88427E-5,0.0026
10^7,1.64606E-6,2.2805E-6,1.89003E-5,8.48654E-5,0.00252
